"Environment","Genotype","Block","Season","Grain_yield"
"C. Mourão 02","18","2","1","11.13"
"C. Mourão 02","26","2","1","11.54"
"C. Mourão 02","34","2","1","11.24"
"C. Mourão 02","42","2","1","8.65"
"C. Mourão 02","50","2","1","11.15"
"C. Mourão 02","58","2","1","9.17"
"C. Mourão 02","3","2","1","11.79"
"C. Mourão 02","11","2","1","11.28"
"C. Mourão 02","19","2","1","10.73"
"C. Mourão 02","27","2","1","8.97"
"C. Mourão 02","35","2","1","12.43"
"C. Mourão 02","43","2","1","11.92"
"C. Mourão 02","51","2","1","9.65"
"C. Mourão 02","59","2","1","12.00"
"C. Mourão 02","4","2","1","10.06"
"C. Mourão 02","12","2","1","12.35"
"C. Mourão 02","20","2","1","13.15"
"C. Mourão 02","28","2","1","9.21"
"C. Mourão 02","36","2","1","10.34"
"C. Mourão 02","44","2","1","12.25"
"C. Mourão 02","52","2","1","11.23"
"C. Mourão 02","60","2","1","7.48"
"C. Mourão 02","5","2","1","11.25"
"C. Mourão 02","13","2","1","8.2"
"C. Mourão 02","21","2","1","13.91"
"C. Mourão 02","29","2","1","12.51"
"C. Mourão 02","37","2","1","9.5"
"C. Mourão 02","45","2","1","11.75"
"C. Mourão 02","53","2","1","12.33"
"C. Mourão 02","61","2","1","12.47"
"C. Mourão 02","6","2","1","8.73"
"C. Mourão 02","14","2","1","11.68"
"C. Mourão 02","22","2","1","13.9"
"C. Mourão 02","30","2","1","11.3"
"C. Mourão 02","38","2","1","10.26"
"C. Mourão 02","46","2","1","11.93"
"C. Mourão 02","54","2","1","10.94"
"C. Mourão 02","62","2","1","11.39"
"C. Mourão 02","7","2","1","10.26"
"C. Mourão 02","15","2","1","9.97"
"C. Mourão 02","23","2","1","9.93"
"C. Mourão 02","31","2","1","11.43"
"C. Mourão 02","39","2","1","10.94"
"C. Mourão 02","47","2","1","10.06"
"C. Mourão 02","55","2","1","11.39"
"C. Mourão 02","63","2","1","12.49"
"C. Mourão 02","8","2","1","9.94"
"C. Mourão 02","16","2","1","14.19"
"C. Mourão 02","24","2","1","11.69"
"C. Mourão 02","32","2","1","12.11"
"C. Mourão 02","40","2","1","9.83"
"C. Mourão 02","48","2","1","11.34"
"C. Mourão 02","56","2","1","11.93"
"C. Mourão 02","64","2","1","10.91"
"Londrina","1","1","1","7.91"
"Londrina","2","1","1","8.18"
"Londrina","3","1","1","9.35"
"Londrina","4","1","1","7.91"
"Londrina","5","1","1","8.88"
"Londrina","6","1","1","6.27"
"Londrina","7","1","1","10.01"
"Londrina","8","1","1","7.83"
"Londrina","9","1","1","8.14"
"Londrina","10","1","1","8.73"
"Londrina","11","1","1","7.24"
"Londrina","12","1","1","7.78"
"Londrina","13","1","1","6.13"
"Londrina","14","1","1","9.92"
"Londrina","15","1","1","8.28"
"Londrina","16","1","1","10.32"
"Londrina","17","1","1","8.96"
"Londrina","18","1","1","10.36"
"Londrina","19","1","1","10.25"
"Londrina","20","1","1","9.6"
"Londrina","21","1","1","10.17"
"Londrina","22","1","1","9.02"
"Londrina","23","1","1","9.32"
"Londrina","24","1","1","9.15"
"Londrina","25","1","1","8.18"
"Londrina","26","1","1","8.67"
"Londrina","27","1","1","6.87"
"Londrina","28","1","1","8.65"
"Londrina","29","1","1","8.24"
"Londrina","30","1","1","7.69"
"Londrina","31","1","1","8.97"
"Londrina","32","1","1","7.99"
"Londrina","33","1","1","9.11"
"Londrina","34","1","1","9.67"
"Londrina","35","1","1","10.11"
"Londrina","36","1","1","4.93"
"Londrina","37","1","1","6.29"
"Londrina","38","1","1","8.29"
"Londrina","39","1","1","7.61"
"Londrina","40","1","1","10.92"
"Londrina","41","1","1","7.91"
"Londrina","42","1","1","9.85"
"Londrina","43","1","1","7.06"
"Londrina","44","1","1","7.3"
"Londrina","45","1","1","9.19"
"Londrina","46","1","1","6.81"
"Londrina","47","1","1","8.09"
"Londrina","48","1","1","7.44"
"Londrina","49","1","1","7.43"
"Londrina","50","1","1","8.88"
"Londrina","51","1","1","7.48"
"Londrina","52","1","1","6.68"
"Londrina","53","1","1","10.17"
"Londrina","54","1","1","9.23"
"Londrina","55","1","1","6.91"
"Londrina","56","1","1","7.75"
"Londrina","57","1","1","6.91"
"Londrina","58","1","1","6.92"
"Londrina","59","1","1","8.67"
"Londrina","60","1","1","8.32"
"Londrina","61","1","1","9.72"
"Londrina","62","1","1","9.18"
"Londrina","63","1","1","6.64"
"Londrina","64","1","1","9.01"
"Londrina","1","2","1","8.48"
"Londrina","9","2","1","9.54"
"Londrina","17","2","1","7.71"
"Londrina","25","2","1","7.27"
"Londrina","33","2","1","9.15"
"Londrina","41","2","1","8.36"
"Londrina","49","2","1","5.2"
"Londrina","57","2","1","7.55"
"Londrina","2","2","1","8.02"
"Londrina","10","2","1","7.18"
"Londrina","18","2","1","10.05"
"Londrina","26","2","1","9.49"
"Londrina","34","2","1","7.79"
"Londrina","42","2","1","6.29"
"Londrina","50","2","1","6.81"
"Londrina","58","2","1","6.97"
"Londrina","3","2","1","9.88"
"Londrina","11","2","1","7.12"
"Londrina","19","2","1","9.95"
"Londrina","27","2","1","9.3"
"Londrina","35","2","1","8.93"
"Londrina","43","2","1","8.96"
"Londrina","51","2","1","6.99"
"Londrina","59","2","1","6.04"
"Londrina","4","2","1","5.38"
"Londrina","12","2","1","9.66"
"Londrina","20","2","1","7.1"
"Londrina","28","2","1","8.79"
"Londrina","36","2","1","7.38"
"Londrina","44","2","1","7.89"
"Londrina","52","2","1","8.58"
"Londrina","60","2","1","8.82"
"Londrina","5","2","1","9.49"
"Londrina","13","2","1","9.06"
"Londrina","21","2","1","9.42"
"Londrina","29","2","1","8.79"
"Londrina","37","2","1","9.46"
"Londrina","45","2","1","9.55"
"Londrina","53","2","1","10.38"
"Londrina","61","2","1","10.23"
"Londrina","6","2","1","6.3"
"Londrina","14","2","1","6.93"
"Londrina","22","2","1","10.23"
"Londrina","30","2","1","9.51"
"Londrina","38","2","1","9.84"
"Londrina","46","2","1","9.88"
"Londrina","54","2","1","7.71"
"Londrina","62","2","1","8.32"
"Londrina","7","2","1","9.5"
"Londrina","15","2","1","7.00"
"Londrina","23","2","1","8.26"
"Londrina","31","2","1","10.16"
"Londrina","39","2","1","9.28"
"Londrina","47","2","1","9.07"
"Londrina","55","2","1","9.66"
"Londrina","63","2","1","5.4"
"Londrina","8","2","1","5.18"
"Londrina","16","2","1","12.41"
"Londrina","24","2","1","9.84"
"Londrina","32","2","1","9.15"
"Londrina","40","2","1","8.58"
"Londrina","48","2","1","8.03"
"Londrina","56","2","1","8.93"
"Londrina","64","2","1","7.62"
"7 Lagoas ","1","1","2","9.95"
"7 Lagoas ","2","1","2","9.4"
"7 Lagoas ","3","1","2","11.48"
"7 Lagoas ","4","1","2","9.57"
"7 Lagoas ","5","1","2","11.15"
"7 Lagoas ","6","1","2","10.47"
"7 Lagoas ","7","1","2","11.24"
"7 Lagoas ","8","1","2","13.81"
"7 Lagoas","9","1","2","12.02"
"7 Lagoas","10","1","2","8.77"
"7 Lagoas","11","1","2","10.15"
"7 Lagoas","12","1","2","11.6"
"7 Lagoas","13","1","2","8.51"
"7 Lagoas","14","1","2","9.59"
"7 Lagoas","15","1","2","9.66"
"7 Lagoas","16","1","2","13.42"
"7 Lagoas","17","1","2","11.42"
"7 Lagoas","18","1","2","10.93"
"7 Lagoas","19","1","2","9.58"
"7 Lagoas","20","1","2","9.3"
"7 Lagoas","21","1","2","11.12"
"7 Lagoas","22","1","2","13.66"
"7 Lagoas","23","1","2","12.11"
"7 Lagoas","24","1","2","10.29"
"7 Lagoas","25","1","2","10.06"
"7 Lagoas","26","1","2","9.77"
"7 Lagoas","27","1","2","10.64"
"7 Lagoas","28","1","2","10.62"
"7 Lagoas","29","1","2","7.56"
"7 Lagoas","30","1","2","8.95"
"7 Lagoas","31","1","2","9.82"
"7 Lagoas","32","1","2","9.75"
"7 Lagoas","33","1","2","7.47"
"7 Lagoas","34","1","2","10.99"
"7 Lagoas","35","1","2","13.66"
"7 Lagoas","36","1","2","10.9"
"7 Lagoas","37","1","2","11.62"
"7 Lagoas","38","1","2","10.86"
"7 Lagoas","39","1","2","9.1"
"7 Lagoas","40","1","2","10.75"
"7 Lagoas","41","1","2","8.64"
"7 Lagoas","42","1","2","11.12"
"7 Lagoas","43","1","2","9.07"
"7 Lagoas","44","1","2","9.39"
"7 Lagoas","45","1","2","11.17"
"7 Lagoas","46","1","2","8.73"
"7 Lagoas","47","1","2","11.13"
"7 Lagoas","48","1","2","11.23"
"7 Lagoas","49","1","2","7.89"
"7 Lagoas","50","1","2","11.61"
"7 Lagoas","51","1","2","11.93"
"7 Lagoas","52","1","2","10.91"
"7 Lagoas","53","1","2","13.64"
"7 Lagoas","54","1","2","8.85"
"7 Lagoas","55","1","2","9.61"
"7 Lagoas","56","1","2","11.98"
"7 Lagoas","57","1","2","10.12"
"7 Lagoas","58","1","2","7.07"
"7 Lagoas","59","1","2","11.59"
"7 Lagoas","60","1","2","10.7"
"7 Lagoas","61","1","2","10.58"
"7 Lagoas","62","1","2","10.69"
"7 Lagoas","63","1","2","9.28"
"7 Lagoas","64","1","2","9.35"
"7 Lagoas","1","2","2","10.33"
"7 Lagoas","9","2","2","12.78"
"7 Lagoas","17","2","2","9.45"
"7 Lagoas","25","2","2","10.06"
"7 Lagoas","33","2","2","11.58"
"7 Lagoas","41","2","2","8.95"
"7 Lagoas","49","2","2","11.22"
"7 Lagoas","57","2","2","9.5"
"7 Lagoas","2","2","2","10.66"
"7 Lagoas","10","2","2","8.77"
"7 Lagoas","18","2","2","10.93"
"7 Lagoas","26","2","2","12.57"
"7 Lagoas","34","2","2","11.86"
"7 Lagoas","42","2","2","11.74"
"7 Lagoas","50","2","2","12.77"
"7 Lagoas","58","2","2","10.55"
"7 Lagoas","3","2","2","10.66"
"7 Lagoas","11","2","2","10.39"
"7 Lagoas","19","2","2","9.33"
"7 Lagoas","27","2","2","10.21"
"7 Lagoas","35","2","2","12.36"
"7 Lagoas","43","2","2","12.52"
"7 Lagoas","51","2","2","8.69"
"7 Lagoas","59","2","2","10.51"
"7 Lagoas","4","2","2","9.18"
"7 Lagoas","12","2","2","11.69"
"7 Lagoas","20","2","2","10.31"
"7 Lagoas","28","2","2","9.68"
"7 Lagoas","36","2","2","12.08"
"7 Lagoas","44","2","2","10.95"
"7 Lagoas","52","2","2","9.4"
"7 Lagoas","60","2","2","10.1"
"7 Lagoas","5","2","2","10.1"
"7 Lagoas","13","2","2","8.3"
"7 Lagoas","21","2","2","10.09"
"7 Lagoas","29","2","2","11.2"
"7 Lagoas","37","2","2","11.61"
"7 Lagoas","45","2","2","11.17"
"7 Lagoas","53","2","2","14.29"
"7 Lagoas","61","2","2","12.67"
"7 Lagoas","6","2","2","9.73"
"7 Lagoas","14","2","2","11.73"
"7 Lagoas","22","2","2","13.38"
"7 Lagoas","30","2","2","10.52"
"7 Lagoas","38","2","2","11.21"
"7 Lagoas","46","2","2","9.95"
"7 Lagoas","54","2","2","8.67"
"7 Lagoas","62","2","2","11.35"
"7 Lagoas","7","2","2","10.22"
"7 Lagoas","15","2","2","8.48"
"7 Lagoas","23","2","2","11.48"
"7 Lagoas","31","2","2","10.17"
"7 Lagoas","39","2","2","10.55"
"7 Lagoas","47","2","2","9.69"
"7 Lagoas","55","2","2","11.08"
"7 Lagoas","63","2","2","9.64"
"7 Lagoas","8","2","2","11.67"
"7 Lagoas","16","2","2","13.77"
"7 Lagoas","24","2","2","10.89"
"7 Lagoas","32","2","2","12.2"
"7 Lagoas","40","2","2","10.61"
"7 Lagoas","48","2","2","10.22"
"7 Lagoas","56","2","2","10.05"
"7 Lagoas","64","2","2","10.98"
"Goiânia","1","1","2","8.42"
"Goiânia","2","1","2","8.06"
"Goiânia","3","1","2","8.34"
"Goiânia","4","1","2","7.63"
"Goiânia","5","1","2","8.2"
"Goiânia","6","1","2","7.25"
"Goiânia","7","1","2","8.37"
"Goiânia","8","1","2","7.65"
"Goiânia","9","1","2","9.81"
"Goiânia","10","1","2","7.76"
"Goiânia","11","1","2","9.74"
"Goiânia","12","1","2","11.57"
"Goiânia","13","1","2","9.82"
"Goiânia","14","1","2","9.06"
"Goiânia","15","1","2","5.85"
"Goiânia","16","1","2","10.94"
"Goiânia","17","1","2","10.98"
"Goiânia","18","1","2","9.53"
"Goiânia","19","1","2","10.47"
"Goiânia","20","1","2","10.62"
"Goiânia","21","1","2","10.55"
"Goiânia","22","1","2","10.26"
"Goiânia","23","1","2","10.43"
"Goiânia","24","1","2","9.73"
"Goiânia","25","1","2","10.42"
"Goiânia","26","1","2","9.31"
"Goiânia","27","1","2","9.9"
"Goiânia","28","1","2","9.87"
"Goiânia","29","1","2","8.88"
"Goiânia","30","1","2","8.96"
"Goiânia","31","1","2","7.83"
"Goiânia","32","1","2","9.9"
"Goiânia","33","1","2","10.71"
"Goiânia","34","1","2","7.36"
"Goiânia","35","1","2","12.52"
"Goiânia","36","1","2","11.21"
"Goiânia","37","1","2","10.3"
"Goiânia","38","1","2","10.94"
"Goiânia","39","1","2","10.14"
"Goiânia","40","1","2","10.06"
"Goiânia","41","1","2","7.78"
"Goiânia","42","1","2","10.58"
"Goiânia","43","1","2","8.8"
"Goiânia","44","1","2","8.88"
"Goiânia","45","1","2","8.35"
"Goiânia","46","1","2","9.33"
"Goiânia","47","1","2","9.61"
"Goiânia","48","1","2","10.87"
"Goiânia","49","1","2","14.33"
"Goiânia","50","1","2","10.85"
"Goiânia","51","1","2","7.29"
"Goiânia","52","1","2","8.66"
"Goiânia","53","1","2","9.2"
"Goiânia","54","1","2","9.42"
"Goiânia","55","1","2","9.6"
"Goiânia","56","1","2","8.79"
"Goiânia","57","1","2","8.22"
"Goiânia","58","1","2","7.63"
"Goiânia","59","1","2","9.82"
"Goiânia","60","1","2","11.6"
"Goiânia","61","1","2","11.19"
"Goiânia","62","1","2","10.65"
"Goiânia","63","1","2","9.1"
"Goiânia","64","1","2","10.12"
"Goiânia","1","2","2","4.73"
"Goiânia","9","2","2","8.4"
"Goiânia","17","2","2","9.54"
"Goiânia","25","2","2","8.52"
"Goiânia","33","2","2","10.32"
"Goiânia","41","2","2","7.68"
"Goiânia","49","2","2","10.91"
"Goiânia","57","2","2","9.11"
"Goiânia","2","2","2","9.35"
"Goiânia","10","2","2","9.45"
"Goiânia","18","2","2","8.84"
"Goiânia","26","2","2","8.82"
"Goiânia","34","2","2","9.74"
"Goiânia","42","2","2","7.99"
"Goiânia","50","2","2","10.83"
"Goiânia","58","2","2","7.31"
"Goiânia","3","2","2","10.16"
"Goiânia","11","2","2","8.03"
"Goiânia","19","2","2","8.91"
"Goiânia","27","2","2","9.99"
"Goiânia","35","2","2","13.75"
"Goiânia","43","2","2","10.6"
"Goiânia","51","2","2","7.55"
"Goiânia","59","2","2","9.97"
"Goiânia","4","2","2","6.11"
"Goiânia","12","2","2","8.28"
"Goiânia","20","2","2","10.57"
"Goiânia","28","2","2","8.56"
"Goiânia","36","2","2","8.27"
"Goiânia","44","2","2","9.19"
"Goiânia","52","2","2","11.28"
"Goiânia","60","2","2","9.4"
"Goiânia","5","2","2","9.81"
"Goiânia","13","2","2","8.24"
"Goiânia","21","2","2","11.92"
"Goiânia","29","2","2","10.27"
"Goiânia","37","2","2","10.14"
"Goiânia","45","2","2","9.33"
"Goiânia","53","2","2","11.04"
"Goiânia","61","2","2","10.86"
"Goiânia","6","2","2","9.41"
"Goiânia","14","2","2","9.61"
"Goiânia","22","2","2","11.77"
"Goiânia","30","2","2","10.66"
"Goiânia","38","2","2","11.98"
"Goiânia","46","2","2","10.19"
"Goiânia","54","2","2","9.83"
"Goiânia","62","2","2","9.94"
"Goiânia","7","2","2","8.09"
"Goiânia","15","2","2","6.75"
"Goiânia","23","2","2","9.59"
"Goiânia","31","2","2","8.92"
"Goiânia","39","2","2","8.76"
"Goiânia","47","2","2","7.77"
"Goiânia","55","2","2","9.75"
"Goiânia","63","2","2","11.45"
"Goiânia","8","2","2","9.44"
"Goiânia","16","2","2","10.89"
"Goiânia","24","2","2","5.46"
"Goiânia","32","2","2","11.05"
"Goiânia","40","2","2","8.66"
"Goiânia","48","2","2","9.41"
"Goiânia","56","2","2","9.19"
"Goiânia","64","2","2","9.56"
"Londrina","1","1","2","5.57"
"Londrina","2","1","2","3.48"
"Londrina","3","1","2","6.93"
"Londrina","4","1","2","4.4"
"Londrina","5","1","2","5.83"
"Londrina","6","1","2","5.21"
"Londrina","7","1","2","7.04"
"Londrina","8","1","2","6.18"
"Londrina","9","1","2","5.99"
"Londrina","10","1","2","6.37"
"Londrina","11","1","2","6.19"
"Londrina","12","1","2","8.01"
"Londrina","13","1","2","5.6"
"Londrina","14","1","2","5.63"
"Londrina","15","1","2","5.83"
"Londrina","16","1","2","7.32"
"Londrina","17","1","2","5.17"
"Londrina","18","1","2","6.82"
"Londrina","19","1","2","5.92"
"Londrina","20","1","2","4.85"
"Londrina","21","1","2","5.13"
"Londrina","22","1","2","6.18"
"Londrina","23","1","2","6.39"
"Londrina","24","1","2","4.27"
"Londrina","25","1","2","4.14"
"Londrina","26","1","2","5.68"
"Londrina","27","1","2","5.55"
"Londrina","28","1","2","4.88"
"Londrina","29","1","2","5.79"
"Londrina","30","1","2","5.8"
"Londrina","31","1","2","5.18"
"Londrina","32","1","2","5.86"
"Londrina","33","1","2","7.3"
"Londrina","34","1","2","4.62"
"Londrina","35","1","2","8.07"
"Londrina","36","1","2","3.99"
"Londrina","37","1","2","6.78"
"Londrina","38","1","2","5.31"
"Londrina","39","1","2","6.35"
"Londrina","40","1","2","6.43"
"Londrina","41","1","2","4.45"
"Londrina","42","1","2","6.11"
"Londrina","43","1","2","7.07"
"Londrina","44","1","2","5.03"
"Londrina","45","1","2","7.82"
"Londrina","46","1","2","6.14"
"Londrina","47","1","2","6.39"
"Londrina","48","1","2","7.02"
"Londrina","49","1","2","6.33"
"Londrina","50","1","2","6.05"
"Londrina","51","1","2","6.61"
"Londrina","52","1","2","5.73"
"Londrina","53","1","2","8.05"
"Londrina","54","1","2","4.38"
"Londrina","55","1","2","6.45"
"Londrina","56","1","2","5.64"
"Londrina","57","1","2","6.6"
"Londrina","58","1","2","5.61"
"Londrina","59","1","2","5.01"
"Londrina","60","1","2","6.11"
"Londrina","61","1","2","6.34"
"Londrina","62","1","2","6.42"
"Londrina","63","1","2","3.98"
"Londrina","64","1","2","5.11"
"Londrina","1","2","2","6.36"
"Londrina","9","2","2","7.18"
"Londrina","17","2","2","7.00"
"Londrina","25","2","2","6.41"
"Londrina","33","2","2","6.24"
"Londrina","41","2","2","5.43"
"Londrina","49","2","2","5.93"
"Londrina","57","2","2","7.54"
"Londrina","2","2","2","3.69"
"Londrina","10","2","2","4.92"
"Londrina","18","2","2","7.2"
"Londrina","26","2","2","5.85"
"Londrina","34","2","2","7.18"
"Londrina","42","2","2","5.76"
"Londrina","50","2","2","6.68"
"Londrina","58","2","2","4.77"
"Londrina","3","2","2","6.4"
"Londrina","11","2","2","5.2"
"Londrina","19","2","2","5.71"
"Londrina","27","2","2","5.82"
"Londrina","35","2","2","7.65"
"Londrina","43","2","2","6.18"
"Londrina","51","2","2","4.45"
"Londrina","59","2","2","7.64"
"Londrina","4","2","2","6.26"
"Londrina","12","2","2","6.67"
"Londrina","20","2","2","6.82"
"Londrina","28","2","2","4.78"
"Londrina","36","2","2","6.34"
"Londrina","44","2","2","7.58"
"Londrina","52","2","2","4.53"
"Londrina","60","2","2","6.61"
"Londrina","5","2","2","5.91"
"Londrina","13","2","2","5.71"
"Londrina","21","2","2","6.86"
"Londrina","29","2","2","6.45"
"Londrina","37","2","2","6.93"
"Londrina","45","2","2","6.85"
"Londrina","53","2","2","6.68"
"Londrina","61","2","2","5.54"
"Londrina","6","2","2","5.94"
"Londrina","14","2","2","7.26"
"Londrina","22","2","2","7.22"
"Londrina","30","2","2","5.54"
"Londrina","38","2","2","7.52"
"Londrina","46","2","2","7.79"
"Londrina","54","2","2","5.67"
"Londrina","62","2","2","7.75"
"Londrina","7","2","2","5.85"
"Londrina","15","2","2","5.57"
"Londrina","23","2","2","7.29"
"Londrina","31","2","2","6.8"
"Londrina","39","2","2","4.48"
"Londrina","47","2","2","5.42"
"Londrina","55","2","2","6.22"
"Londrina","63","2","2","6.79"
"Londrina","8","2","2","5.59"
"Londrina","16","2","2","7.32"
"Londrina","24","2","2","6.33"
"Londrina","32","2","2","7.26"
"Londrina","40","2","2","7.09"
"Londrina","48","2","2","6.63"
"Londrina","56","2","2","7.57"
"Londrina","64","2","2","5.79"
"Dourados","1","1","2","6.01"
"Dourados","2","1","2","5.2"
"Dourados","3","1","2","7.53"
"Dourados","4","1","2","5.07"
"Dourados","5","1","2","4.91"
"Dourados","6","1","2","5.28"
"Dourados","7","1","2","7.21"
"Dourados","8","1","2","4.33"
"Dourados","9","1","2","4.43"
"Dourados","10","1","2","3.99"
"Dourados","11","1","2","4.89"
"Dourados","12","1","2","7.33"
"Dourados","13","1","2","5.92"
"Dourados","14","1","2","7.49"
"Dourados","15","1","2","6.53"
"Dourados","16","1","2","7.76"
"Dourados","17","1","2","5.98"
"Dourados","18","1","2","5.02"
"Dourados","19","1","2","4.83"
"Dourados","20","1","2","7.2"
"Dourados","21","1","2","5.28"
"Dourados","22","1","2","6.63"
"Dourados","23","1","2","6.13"
"Dourados","24","1","2","6.67"
"Dourados","25","1","2","6.79"
"Dourados","26","1","2","5.77"
"Dourados","27","1","2","6.69"
"Dourados","28","1","2","5.48"
"Dourados","29","1","2","3.96"
"Dourados","30","1","2","4.03"
"Dourados","31","1","2","4.24"
"Dourados","32","1","2","5.6"
"Dourados","33","1","2","3.94"
"Dourados","34","1","2","4.17"
"Dourados","35","1","2","7.43"
"Dourados","36","1","2","4.98"
"Dourados","37","1","2","4.23"
"Dourados","38","1","2","5.78"
"Dourados","39","1","2","4.03"
"Dourados","40","1","2","5.45"
"Dourados","41","1","2","6.25"
"Dourados","42","1","2","2.74"
"Dourados","43","1","2","6.1"
"Dourados","44","1","2","4.03"
"Dourados","45","1","2","5.01"
"Dourados","46","1","2","5.73"
"Dourados","47","1","2","6.4"
"Dourados","48","1","2","6.61"
"Dourados","49","1","2","6.39"
"Dourados","50","1","2","5.72"
"Dourados","51","1","2","4.47"
"Dourados","52","1","2","5.24"
"Dourados","53","1","2","6.6"
"Dourados","54","1","2","4.98"
"Dourados","55","1","2","4.86"
"Dourados","56","1","2","5.79"
"Dourados","57","1","2","6.11"
"Dourados","58","1","2","5.03"
"Dourados","59","1","2","4.39"
"Dourados","60","1","2","5.53"
"Dourados","61","1","2","7.13"
"Dourados","62","1","2","2.63"
"Dourados","63","1","2","2.96"
"Dourados","64","1","2","6.93"
"Dourados","1","2","2","5.06"
"Dourados","9","2","2","3.62"
"Dourados","17","2","2","4.83"
"Dourados","25","2","2","4.82"
"Dourados","33","2","2","4.44"
"Dourados","41","2","2","3.83"
"Dourados","49","2","2","3.68"
"Dourados","57","2","2","4.86"
"Dourados","2","2","2","5.38"
"Dourados","10","2","2","4.79"
"Dourados","18","2","2","3.4"
"Dourados","26","2","2","4.41"
"Dourados","34","2","2","3.33"
"Dourados","42","2","2","3.92"
"Dourados","50","2","2","5.68"
"Dourados","58","2","2","4.57"
"Dourados","3","2","2","7.69"
"Dourados","11","2","2","6.13"
"Dourados","19","2","2","4.53"
"Dourados","27","2","2","5.89"
"Dourados","35","2","2","8.65"
"Dourados","43","2","2","5.72"
"Dourados","51","2","2","4.84"
"Dourados","59","2","2","5.56"
"Dourados","4","2","2","4.18"
"Dourados","12","2","2","5.82"
"Dourados","20","2","2","5.92"
"Dourados","28","2","2","3.17"
"Dourados","36","2","2","4.45"
"Dourados","44","2","2","4.58"
"Dourados","52","2","2","4.6"
"Dourados","60","2","2","3.38"
"Dourados","5","2","2","5.93"
"Dourados","13","2","2","6.24"
"Dourados","21","2","2","6.27"
"Dourados","29","2","2","7.5"
"Dourados","37","2","2","5.28"
"Dourados","45","2","2","5.91"
"Dourados","53","2","2","5.35"
"Dourados","61","2","2","5.61"
"Dourados","6","2","2","4.68"
"Dourados","14","2","2","7.34"
"Dourados","22","2","2","7.13"
"Dourados","30","2","2","5.71"
"Dourados","38","2","2","5.54"
"Dourados","46","2","2","5.06"
"Dourados","54","2","2","4.32"
"Dourados","62","2","2","3.14"
"Dourados","7","2","2","6.99"
"Dourados","15","2","2","5.81"
"Dourados","23","2","2","6.03"
"Dourados","31","2","2","4.47"
"Dourados","39","2","2","5.08"
"Dourados","47","2","2","6.11"
"Dourados","55","2","2","5.18"
"Dourados","63","2","2","3.96"
"Dourados","8","2","2","5.46"
"Dourados","16","2","2","6.56"
"Dourados","24","2","2","6.55"
"Dourados","32","2","2","6.07"
"Dourados","40","2","2","4.74"
"Dourados","48","2","2","4.08"
"Dourados","56","2","2","3.35"
"Dourados","64","2","2","6.16"
"S. Rai. das Mangabeiras","1","1","2","11.2"
"S. Rai. das Mangabeiras","2","1","2","8.47"
"S. Rai. das Mangabeiras","3","1","2","8.23"
"S. Rai. das Mangabeiras","4","1","2","8.00"
"S. Rai. das Mangabeiras","5","1","2","8.5"
"S. Rai. das Mangabeiras","6","1","2","8.48"
"S. Rai. das Mangabeiras","7","1","2","7.33"
"S. Rai. das Mangabeiras","8","1","2","8.38"
"S. Rai. das Mangabeiras","9","1","2","9.00"
"S. Rai. das Mangabeiras","10","1","2","8.00"
"S. Rai. das Mangabeiras","11","1","2","8.58"
"S. Rai. das Mangabeiras","12","1","2","9.31"
"S. Rai. das Mangabeiras","13","1","2","6.61"
"S. Rai. das Mangabeiras","14","1","2","8.13"
"S. Rai. das Mangabeiras","15","1","2","8.23"
"S. Rai. das Mangabeiras","16","1","2","9.67"
"S. Rai. das Mangabeiras","17","1","2","7.26"
"S. Rai. das Mangabeiras","18","1","2","8.17"
"S. Rai. das Mangabeiras","19","1","2","8.35"
"S. Rai. das Mangabeiras","20","1","2","8.97"
"S. Rai. das Mangabeiras","21","1","2","8.09"
"S. Rai. das Mangabeiras","22","1","2","8.5"
"S. Rai. das Mangabeiras","23","1","2","8.2"
"S. Rai. das Mangabeiras","24","1","2","8.31"
"S. Rai. das Mangabeiras","25","1","2","8.15"
"S. Rai. das Mangabeiras","26","1","2","9.9"
"S. Rai. das Mangabeiras","27","1","2","8.61"
"S. Rai. das Mangabeiras","28","1","2","7.19"
"S. Rai. das Mangabeiras","29","1","2","7.53"
"S. Rai. das Mangabeiras","30","1","2","10.15"
"S. Rai. das Mangabeiras","31","1","2","8.69"
"S. Rai. das Mangabeiras","32","1","2","8.58"
"S. Rai. das Mangabeiras","33","1","2","6.1"
"S. Rai. das Mangabeiras","34","1","2","8.25"
"S. Rai. das Mangabeiras","35","1","2","8.33"
"S. Rai. das Mangabeiras","36","1","2","7.04"
"S. Rai. das Mangabeiras","37","1","2","7.66"
"S. Rai. das Mangabeiras","38","1","2","7.9"
"S. Rai. das Mangabeiras","39","1","2","8.97"
"S. Rai. das Mangabeiras","40","1","2","7.69"
"S. Rai. das Mangabeiras","41","1","2","8.7"
"S. Rai. das Mangabeiras","42","1","2","8.58"
"S. Rai. das Mangabeiras","43","1","2","8.43"
"S. Rai. das Mangabeiras","44","1","2","8.36"
"S. Rai. das Mangabeiras","45","1","2","8.54"
"S. Rai. das Mangabeiras","46","1","2","7.62"
"S. Rai. das Mangabeiras","47","1","2","8.29"
"S. Rai. das Mangabeiras","48","1","2","7.18"
"S. Rai. das Mangabeiras","49","1","2","0.89"
"S. Rai. das Mangabeiras","50","1","2","8.07"
"S. Rai. das Mangabeiras","51","1","2","8.25"
"S. Rai. das Mangabeiras","52","1","2","9.83"
"S. Rai. das Mangabeiras","53","1","2","9.93"
